-12	10	-1	10	-10	1	8	-3	-6	-6	3	1
-13	30	18	26	-26	-8	1	-1	2	5	10	1
44	-5	6	-7	-9	-8	-11	-5	-11	7	-4	-1
-25	7	-15	-14	5	-2	-5	-6	1	3	1	1
-28	6	4	15	-12	2	-1	0	6	1	-8	1
-13	9	1	7	2	7	3	4	-6	6	7	1
24	22	3	-16	-3	1	-8	0	3	-5	8	1
-8	5	-14	-10	-5	-3	5	9	0	-5	-5	1
0	-4	-5	-2	15	5	-1	6	-2	-4	0	1
-8	30	5	7	-33	5	-4	-2	-16	1	6	1
-41	3	1	15	5	-3	-8	1	-5	2	-1	1
0	22	-7	-5	7	3	0	2	-1	2	2	1
-16	4	5	17	-1	5	5	7	-7	3	4	1
-42	3	0	-5	5	3	-2	-1	2	0	-3	1
-42	-6	5	-7	1	-1	2	-7	2	-2	0	1
60	2	-9	-1	29	-3	8	5	3	-10	6	-1
2	24	-1	0	2	-10	-1	1	2	-1	1	1
36	-14	0	-12	-9	-11	13	0	9	-1	-5	-1
31	-11	18	1	-7	-1	-1	1	2	1	4	-1
-26	-10	-4	-11	2	-2	1	-3	-1	-2	-1	1
11	-7	-21	11	5	-10	1	2	5	2	-2	-1
-21	1	-8	3	-6	10	-3	-5	-7	-1	-5	1
-24	-2	2	-8	-4	2	1	-4	-2	2	4	1
-30	-8	10	7	-3	1	-5	1	4	-1	1	1
-36	-11	-1	-15	8	-1	0	3	-4	-5	1	1
9	13	2	0	23	-10	8	1	9	-1	4	1
16	-20	19	12	14	-9	11	-5	7	-2	5	-1
-40	-6	-2	-17	6	-9	-6	-6	-3	-2	-3	1
-30	17	19	7	-10	8	1	15	-12	-1	24	1
0	-21	-12	-12	8	1	1	1	2	0	3	-1
-4	7	5	12	-1	-7	3	4	-7	-9	-11	1
23	-30	-3	20	10	-6	5	2	1	2	-4	-1
-17	-6	-13	-3	-4	15	4	-2	-3	0	-2	1
-16	-14	4	3	16	0	0	4	8	3	2	1
18	-39	8	-4	2	-15	-1	4	6	0	2	-1
0	16	23	3	38	5	-5	-9	6	-4	1	1
11	-23	17	2	-10	-20	18	-1	1	1	1	-1
-16	0	16	29	12	-4	2	-1	-4	-2	-3	1
-12	0	-10	-19	-8	-6	-2	2	4	-3	-8	1
-26	-7	-14	-2	2	10	4	2	-3	2	0	1
-20	-14	20	34	5	-12	-6	2	-1	-4	-11	1
-6	4	20	36	-6	-2	9	3	3	3	1	1
-29	-13	6	20	2	-6	4	3	-4	1	-3	1
-34	-14	7	16	1	-5	3	1	-8	-3	-1	1
-34	-2	14	30	8	-2	1	3	-6	-2	-3	1
19	-15	9	13	-9	-10	-1	-12	-10	5	-8	-1
82	-56	42	-25	-17	-9	-14	-10	-15	19	-2	-1
-31	-18	11	14	12	5	4	-3	-11	-3	-1	1
-24	2	-8	2	4	4	8	-8	3	2	-3	1
-29	-13	-3	-4	12	-6	7	-3	1	-2	3	1
22	10	-4	0	43	4	-2	-9	2	1	5	1
-1	-3	-1	-1	16	-5	9	-4	3	0	0	1
-30	17	0	8	-9	1	3	-13	1	6	3	1
53	3	20	-6	28	-10	-21	-7	-5	-4	-1	-1
20	26	0	2	-12	-25	8	3	-1	-1	5	1
-16	15	-2	7	-5	10	0	5	-14	4	6	1
-22	-2	32	24	-7	1	-7	8	-6	0	2	1
-18	-14	-13	-16	15	7	-2	0	-1	-1	5	1
-37	1	40	43	-11	9	-17	3	8	6	6	1
-7	14	-24	-5	17	-3	-8	1	-3	-1	2	1
-16	-2	-16	-9	8	4	7	1	2	2	0	1
-7	-10	2	0	15	0	-1	1	4	-8	-4	1
-35	-12	-7	-6	14	14	-3	-2	-7	-2	8	1
-12	13	-13	-3	4	0	-3	7	3	7	-2	1
44	10	3	-12	7	8	12	2	0	-7	2	-1
-27	-2	-4	6	8	-5	-5	1	6	0	-2	1
-30	-16	0	0	11	0	-4	1	-4	3	1	1
-7	3	-26	-10	-1	0	-4	3	2	-3	-4	1
-23	-9	-8	-4	1	-2	-3	11	-2	-1	-5	1
0	-4	-24	-25	2	-10	5	5	5	-1	4	1
37	34	12	-17	22	16	4	4	-2	-3	-3	1
-28	-18	-3	-3	10	-1	1	3	8	1	1	1
35	-23	-5	-1	-3	-4	-1	5	10	6	4	-1
-11	12	-8	-4	-14	-9	3	3	-1	1	-3	1
-16	-21	-13	5	4	32	4	-8	-4	2	3	-1
-27	-7	-4	18	6	3	0	-5	-1	3	-3	1
-36	-26	8	-23	6	-6	-7	-2	10	1	3	1
18	-9	11	-6	-15	9	0	-2	-5	-1	-1	-1
-40	13	14	-15	-4	5	-5	-9	4	1	8	1
-29	-1	10	10	2	6	-1	-7	-2	1	7	1
-18	-11	9	4	-1	-5	1	8	9	-3	-4	1
7	6	-23	0	6	-6	-1	-3	5	-2	-7	1
-23	-7	-14	1	7	3	2	1	5	-1	-3	1
24	-9	3	-16	0	-11	-8	-4	-4	3	2	-1
34	-25	1	-3	1	-15	-3	5	1	-1	3	-1
-9	-6	-8	-12	8	-8	-15	6	-2	-5	-4	1
39	18	-8	20	-9	-5	-2	-2	-9	-2	-1	-1
-5	16	-10	-3	-19	-3	8	2	3	-1	-5	1
29	-41	17	-25	-3	1	-3	-13	2	1	-6	-1
42	62	-28	-11	-17	-22	-20	12	-10	-9	-16	1
42	72	-14	-5	-11	-35	-6	-18	-3	-3	8	1
-2	11	-14	3	3	-5	0	9	-11	1	-2	1
6	39	-15	0	-8	-19	-6	-6	-8	-3	-4	1
-16	-10	-7	-19	0	-9	10	2	-4	-4	0	1
50	8	2	18	5	-16	5	6	10	-5	-1	-1
-8	18	-2	-16	23	3	-2	-8	3	-5	-3	1
-33	-9	-1	-18	1	0	7	0	-2	-3	3	1
30	2	-22	9	0	-1	-2	6	-4	2	-4	-1
-16	-9	-9	-20	0	0	0	3	1	3	1	1
-14	-16	2	0	6	-8	0	5	3	2	0	-1
-15	9	-7	1	-14	0	11	3	-1	-3	-4	1
14	-21	-6	-4	-8	-5	1	1	-1	3	-1	-1
18	-23	-7	-7	3	-10	-6	1	-2	0	1	-1
3	7	-12	-1	-6	-13	-14	7	3	-9	-12	1
-6	11	-14	-2	-13	-3	-3	4	-9	1	0	1
8	48	-16	-4	-38	-7	10	-6	1	-4	-8	1
52	-33	1	-13	-5	0	-16	-5	-4	-3	-1	-1
-40	0	-4	9	5	2	-7	3	-4	1	-4	1
-2	5	-6	2	1	-6	-3	1	1	-3	-3	1
-22	16	-8	2	3	-13	-5	-7	8	0	-1	1
-16	25	-28	-3	2	-11	0	-3	1	4	-2	1
-4	-5	-27	5	-2	-3	4	1	1	-1	-5	1
-28	-6	-23	-11	4	3	2	4	1	1	3	1
7	20	19	-21	-16	-18	-1	26	3	-4	6	1
-18	10	-20	-14	-8	-9	2	-2	3	2	-7	1
-11	5	4	5	-6	-11	-6	10	8	-1	-4	1
-9	3	-20	13	1	-2	1	1	-3	3	-2	1
-28	-9	-18	-7	4	-2	-3	0	-3	1	-3	1
19	-25	20	-8	-13	18	-2	6	-1	-2	4	-1
-10	13	2	3	8	-15	7	6	4	-3	5	1
33	-27	0	-12	-8	5	-5	7	-3	-3	-1	-1
10	-5	4	15	4	-5	4	15	2	1	4	-1
19	25	-1	23	-13	-24	0	6	-10	-12	2	1
-27	30	6	28	-6	1	-9	-20	-13	7	-1	1
15	45	11	21	15	-10	13	-10	-13	3	6	1
-5	27	9	-10	1	-12	3	4	2	-2	10	1
-50	-7	45	42	2	-11	-14	5	22	3	7	1
72	-3	-15	36	29	11	3	1	4	1	0	-1
68	-18	11	-10	3	-3	-2	6	-8	-1	-8	-1
35	-31	25	-20	-10	-25	4	2	-7	3	-2	-1
15	-32	32	16	-7	-3	-3	11	2	0	-1	-1
4	-21	17	10	19	-5	4	-2	-6	-6	-4	-1
97	-15	-6	22	5	6	-5	-1	3	-4	7	-1
-49	3	15	21	5	17	-5	-14	-4	5	1	1
